,cost,title,content
10,"150,000원",서울 직거래 미개봉 에어팟 유선  무선 한대씩 팝니다,"중고나라에서 제안하는 안심거래 정보가 부족하여 위험도가 높은 게시글로 추정됩니다. 공지 확인하기 > 서울 직거래 미개봉 에어팟 유선  무선 한대씩 팝니다 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 서울 직거래 두대 다 미개봉입니다 유선  15만 무선 17만에 팝니다 거래지 은평구나 종로구 선호하며 구매자 위치에따라 거래장소는 변경가능합니다 010   5115   7357               "
11,"170,000원",[부산] 에어팟 2세대 무선충전 미개봉,"[부산] 에어팟 2세대 무선충전 미개봉 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 수영,해운대 직거래 택배도 됩니다"
12,"160,000원",애플 에어팟 2세대 무선충전 미개봉 새제품 판매합니다.,"애플 에어팟 2세대 무선충전 미개봉 새제품 판매합니다. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 애플 에어팟 2세대 무선충전 미개봉 새제품 판매합니다. 택배비 포함 16만원이고 직거래는 부천 원종동으로 오시면 가능합니다. 수량은 2개이고 일괄 구매시 택배비 포함 31입니다. 네고 문자는 답장 안합니다. 연락주세요. 공일공-구육공공-삼팔삼팔"
13,"5,555원",에어팟프로28만원급처합니다 미개봉 새재품 에어팟2 무선 15만원 급처판매요 미개봉,"중고나라에서 제안하는 안심거래 정보가 부족하여 위험도가 높은 게시글로 추정됩니다. 공지 확인하기 >  카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
14,"2,000원","아이폰&에어팟 무선 충전기 ""POWER CUBE X2"" 미개봉 새상품 5만원에 팝니다","아이폰&에어팟 무선 충전기 ""POWER CUBE X2"" 미개봉 새상품 5만원에 팝니다 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
15,"153,000원",에어팟2 무선 미개봉 (2019-8),"에어팟2 무선 미개봉 (2019-8) 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 에어팟2 무선충전 미개봉 제품입니다제조일자는 2019년 8월이구요택배비 포함입니다(안전하게 포장해서 보내드릴게요)구매의사 있으신 분만 댓글주세요쿨거래 원하구요 택배거래 선호합니다"
16,"150,000원",에어팟 2세대 무선 충전 미개봉 새제품 판매합니다 15만원,"에어팟 2세대 무선 충전 미개봉 새제품 판매합니다 15만원 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
17,"170,000원",에어팟 2세대 무선충전 미개봉 판매합니다,"에어팟 2세대 무선충전 미개봉 판매합니다 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
18,"65,000원",에어팟2 무선 충전 케이스 정품 미개봉 팝니다,"에어팟2 무선 충전 케이스 정품 미개봉 팝니다 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 아마존에서 구입했습니다 정식as가능에어팟1 2 모두 호환됩니다미개봉품이며택배 시 +3000010983775둘둘 "
19,"150,000원",에어팟2 무선 미개봉 ,"에어팟2 무선 미개봉 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 에어팟2 무선 미개봉 제품 팝니다150,000원 이고 택배비는 착불입니다공일공 93공이 97삼3문자주세요"
20,"199,000원",에어팟2세대 유선/무선 미개봉 새상품 팔아요 ,"에어팟2세대 유선/무선 미개봉 새상품 팔아요 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 에어팟2세대 유선/무선 미개봉 새상품 팔아요유선충전모델 199000무선충전모델 229000직거래 인천 도화1동 주민센터택배 3천원안심번호로 문자주세요 :)"
21,"1,111,111원",에어팟2 무선충전 미개봉 직거래 구매원합니다.,"에어팟2 무선충전 미개봉 직거래 구매원합니다. 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
22,"125,000원","(전주)에어팟 2세대 무선, 유선 미개봉 삽니다.","중고나라에서 제안하는 안심거래 정보가 부족하여 위험도가 높은 게시글로 추정됩니다. 공지 확인하기 > (전주)에어팟 2세대 무선, 유선 미개봉 삽니다. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
23,"175,000원","에어팟 2세대 무선충전 미개봉 새상품, 정품 판매합니다.","에어팟 2세대 무선충전 미개봉 새상품, 정품 판매합니다. 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. "
24,"162,000원",(미개봉)에어팟프로 30.5만 에어팟2 무선 16.2만 아이패드미니5세대 42만 팝니다,"(미개봉)에어팟프로 30.5만 에어팟2 무선 16.2만 아이패드미니5세대 42만 팝니다 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
25,"999,999원",에어팟 2세대 무선 미개봉 2대 구해봅니다,"중고나라에서 제안하는 안심거래 정보가 부족하여 위험도가 높은 게시글로 추정됩니다. 공지 확인하기 > 에어팟 2세대 무선 미개봉 2대 구해봅니다 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 에어팟2세대 무선 미개봉 상품 2대 24만원 구해 봅니다 문자나 댓글주세요 직거래는 신림역입니다. 택배는 안합니다"
26,"310,000원",에어팟프로 3세대 무선 미개봉 2개 팝니다~!(마곡역),"중고나라에서 제안하는 안심거래 정보가 부족하여 위험도가 높은 게시글로 추정됩니다. 공지 확인하기 > 에어팟프로 3세대 무선 미개봉 2개 팝니다~!(마곡역) 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
27,"23,000원",[미개봉] 에어팟 다음으로 혁신적인 무선이어폰 업 버전 레알차이팟 판매합니다!,"[미개봉] 에어팟 다음으로 혁신적인 무선이어폰 업 버전 레알차이팟 판매합니다! 
                                    네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다.
                                  [미개봉] 진짜 레알 차이팟  가격대비 GOOD 성능도 좋아서 요즘 Hot한 이어폰으로 떠오르는 샛별 레알 차이팟  요즘 누가 에어팟쓰나요 차이팟쓰지 굳이 비싼돈 안들이고 에어팟기능이랑 똑같이 쓸수 있습니다~   가격: 23000원(직거래시)  25000원(택배거래시)     *택배거래시 오후 3시30분 까지는 거래를 해주셔야 당일부터 발송이 시작됩니다  *직거래는 평일 오전 10시부터 오후 3시까지 (성남 수진역에서 가능)  *환불은 구입후 7일이내 해드립니다  (초기 불량시) 7일 이후는 환불은 안됩니다 *초기불량일 경우 교환해드립니다   *카카오톡:goehd22 *전화번호:01048784274    문의주세요~  ​             "
28,"170,000원",애플 에어팟 2세대 무선충전 미개봉 새상품 팝니다.,"애플 에어팟 2세대 무선충전 미개봉 새상품 팝니다. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다.        미개봉 새상품입니다. 비닐포장 상태로 있구요 2019년 6월 제조 파주지역 직거래 가능하고 택배도 가능합니다. 연락주세요 010-5639-8201"
29,"25,000원","baseus 3in1 무선충전기 미개봉(애플워치,에어팟,아이폰 3개 동시충전)","중고나라에서 제안하는 안심거래 정보가 부족하여 위험도가 높은 게시글로 추정됩니다. 공지 확인하기 > baseus 3in1 무선충전기 미개봉(애플워치,에어팟,아이폰 3개 동시충전) 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. baseus 3in1 무선충전기 미개봉(애플워치,에어팟,아이폰 3개 동시충전)미개봉 새제품입니다. 블랙1개 화이트1개 남았습니다.개당 2.5만원2개 모두 구입시 택배비 부담하고 보내드립니다.사진직접찍었습니다.010-8218-4417 "
30,"65,000원",에어팟 2세대 무선충전 본체 미개봉 판매합니다 ,"에어팟 2세대 무선충전 본체 미개봉 판매합니다 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
31,"165,000원",에어팟2세대 무선 미개봉 상품 2대 팝니다,"에어팟2세대 무선 미개봉 상품 2대 팝니다 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 에어팟2세대 무선 미개봉 상품 2대 대당 16.5에 팝니다 문자나 댓글주세요 직거래는 범계역입니다 그외에 택배비 받습니다."
32,"170,000원",애플에어팟 2세대 무선 미개봉,"애플에어팟 2세대 무선 미개봉 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 애플 에어팟 2세대 무선 충전 미개봉품 판매합니다.19년에 구매한 제품으로 19년 7월 생산제품입니다.직거래 원합니다"
33,"160,000원",에어팟 무선 2세대 미개봉 의정부 직거래,"에어팟 무선 2세대 미개봉 의정부 직거래 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
34,"160,000원",에어팟2 무선 미개봉정품팝니다,"중고나라에서 제안하는 안심거래 정보가 부족하여 위험도가 높은 게시글로 추정됩니다. 공지 확인하기 > 에어팟2 무선 미개봉정품팝니다 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다.   정품미개봉이라 아직배송전이라 주소지변경가능하니다 01084177892 "
