,cost,title,content
20,"480,000원",애플워치5 44mm 스그 미개봉 삽니다,"애플워치5 44mm 스그 미개봉 삽니다 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 직거래만 하구요 서울지역 경기 안산 금정 안양 경기 남부쪽 가능합니다공일공-팔육팔이-사팔팔오"
21,"500,000원",애플워치5 44m gps 스페이스 그레이 미개봉,"애플워치5 44m gps 스페이스 그레이 미개봉 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 전화번호 01092421240  아예 뜯지도않왔습니다 직거래장소는 서울 강남구나 일산 입니다"
22,"490,000원",애플워치5 44m 스페이스그레이 gps 미개봉삽니다 49만원  직거래 만 합니다,"애플워치5 44m 스페이스그레이 gps 미개봉삽니다 49만원  직거래 만 합니다 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
23,"2,222원",애플워치5 44mm 스그 미개봉 삽니다 (고양 직거래),"애플워치5 44mm 스그 미개봉 삽니다 (고양 직거래) 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 애플워치5 44mm 스그 미개봉 삽니다 (고양 직거래)"
24,"2,222원",(의정부) 애플워치5 알루 스그 44mm 미개봉 삽니다.,"(의정부) 애플워치5 알루 스그 44mm 미개봉 삽니다. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 의정부 애플워치5 정발 44mm 스페이스그레이 알루미늄 삽니다. (미개봉)   의정부 양주 직거래 원해요!   0일0 사053 구698    "
25,"450,000원",애플워치5 44mm 스페이스그레이 gps 미개봉 팝니다,"애플워치5 44mm 스페이스그레이 gps 미개봉 팝니다 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
26,"550,000원",(미개봉) 애플워치5 44mm 스그 GPS버전,"(미개봉) 애플워치5 44mm 스그 GPS버전 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 국내 정발 미개봉 애플워치5 44mm 스페이스그레이 GPS버전 판매합니다. 비닐 포장 하나 뜯지 않았고시리즈2 보유하고 있으나 지름신 오셔서 구매 했다가 정신차리고 다시 판매합니다! ㅠㅠㅠ 맘 같아선.. ㅠㅠ연락주세욘 !!직거래 경북 구미만 가능이구요택배는 착불 및 선불(5천원_차액환불) 받고 보내드려요!!"
27,"530,000원",애플워치 5 나이키 실버 알루미늄 -> 스페이스그레이로 미개봉 상태에서 교환 원해요 ,"애플워치 5 나이키 실버 알루미늄 -> 스페이스그레이로 미개봉 상태에서 교환 원해요 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 동일모델 색상변경이니 추금없이 미개봉상태에서 1:1 맞교환 원해요애플워치5 나이키 스페이스그레이 구합니다 지역은 서울이에요"
28,"500,000원",애플워치5 44mm 스페이스 그레이 미개봉 제품 구매 원합니다,"애플워치5 44mm 스페이스 그레이 미개봉 제품 구매 원합니다 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
29,"675,000원",애플워치5 나이키 44MM 스페이스그레이 새상품 미개봉 판매합니다.,"애플워치5 나이키 44MM 스페이스그레이 새상품 미개봉 판매합니다. 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 사전예약분 받았는데 에르메스 구매하여 뜯지도 않은제품 판매합니다. 분당이나 동탄 직거래 가능합니다. 010-4721-팔이구칠"
