,cost,title,content
10,"149,000원",애플 에어팟 2세대 유선  - 미개봉 새제품 ( MV7N2KH/A ),"중고나라에서 제안하는 안심거래 정보가 부족하여 위험도가 높은 게시글로 추정됩니다. 공지 확인하기 > 애플 에어팟 2세대 유선  - 미개봉 새제품 ( MV7N2KH/A ) 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
11,"185,000원",[판매] 에어팟2세대 무선충전 미개봉(택포),"[판매] 에어팟2세대 무선충전 미개봉(택포) 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 에어팟2세대 무선 미개봉 판매합니다.가격은 택비포함 185,000원입니다.연락처는 010 3310 칠오일공 입니다. 문자로 연락주세요프리스비에서 구매한 국내 정품입니다. "
12,"140,000원",[미개봉]에어팟2세대 유선충전 판매합니다. 14만원,"중고나라에서 제안하는 안심거래 정보가 부족하여 위험도가 높은 게시글로 추정됩니다. 공지 확인하기 > [미개봉]에어팟2세대 유선충전 판매합니다. 14만원 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
13,"2,000원",애플 에어팟 2세대 미개봉 판매,"애플 에어팟 2세대 미개봉 판매 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
14,"145,000원",미개봉 에어팟 2세대 유선 팝니다,"미개봉 에어팟 2세대 유선 팝니다 
                                    네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다.
                                 에어팟 2세대 유선 미개봉 상품 팝니다.제조월일 2019년 11월입니다.택포함이구요. 가격 제안 받지 않습니다.사실분들은 구매 후에 문자 남겨주시면 바로 보내드립니다."
15,"150,000원",에어팟2/유선/미개봉 새상품 (케이스 드림),"중고나라에서 제안하는 안심거래 정보가 부족하여 위험도가 높은 게시글로 추정됩니다. 공지 확인하기 > 에어팟2/유선/미개봉 새상품 (케이스 드림) 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 에어팟2/유선/미개봉 새상품에어팟 케이스도 같이 드려요직거래는 부산 입니다택배거래도 가능 합니다문자주세요^^010-9204-공칠공구"
16,"140,000원",울산)에어팟2세대 유선충전 미개봉 새상품 14만 판매,"중고나라에서 제안하는 안심거래 정보가 부족하여 위험도가 높은 게시글로 추정됩니다. 공지 확인하기 > 울산)에어팟2세대 유선충전 미개봉 새상품 14만 판매 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다.     경품으로 받은 물품입니다 미개봉 새상품이고 직거래 장소 울산 방어동입니다 택배거래시 착불입니다 네고 문의 안 받습니다 010 55육칠 43일팔"
17,"40,000원",(판매) 나이키 조이라이드 에어팟케이스 2종 미개봉새제품,"중고나라에서 제안하는 안심거래 정보가 부족하여 위험도가 높은 게시글로 추정됩니다. 공지 확인하기 > (판매) 나이키 조이라이드 에어팟케이스 2종 미개봉새제품 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
18,"160,000원",********국내 정품 에어팟2 무선 비닐 미개봉 새상품 팝니다***************,"********국내 정품 에어팟2 무선 비닐 미개봉 새상품 팝니다*************** 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
19,"150,000원",[미개봉] 에어팟 2세대 유선 15만원에 팝니다. 애플코리아 정품,"[미개봉] 에어팟 2세대 유선 15만원에 팝니다. 애플코리아 정품 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. [미개봉] 에어팟 2세대 유선 15만원에 팝니다. 애플코리아 정품 미개봉이구요, 2세대입니다 . 2대 있어요! 7호선 철산역은(6시 이후), 1,2,호선 신도림역은 (오후 5시반~6시)6호선 이태원역은(오후1시~오후5시) 에서 거래가능합니다.문자주세요^^ 네고문의는 안받습니다.010 4600 87육오거래내역 많아요! "
20,"140,000원",에어팟2 유선충전 미개봉 팝니다. 인천 14만,"에어팟2 유선충전 미개봉 팝니다. 인천 14만 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 에어팟2 유선충전 미개봉 팝니다. 인천 간석역 부근입니다.미개봉 정품이며, 가격은 14만 빠른 거래합니다."
21,"150,000원",에어팟 2 유선충전 (미개봉상품/제조일자 19.DEC),"에어팟 2 유선충전 (미개봉상품/제조일자 19.DEC) 
                                    네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다.
                                "
22,"100,000원",[미개봉]해외판 애플 에어팟 2세대 10만 팝니다.,"[미개봉]해외판 애플 에어팟 2세대 10만 팝니다. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
23,"150,000원", 서울)잠실)애플코리아정발 에어팟2세대 유선 한국정품 미개봉,"서울)잠실)애플코리아정발 에어팟2세대 유선 한국정품 미개봉 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
24,"140,000원",[미개봉] 에어팟2 유선충전 새제품 판매합니다,"[미개봉] 에어팟2 유선충전 새제품 판매합니다 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
25,"2,222원",※  에어팟2세대  유/무선 미개봉 새상품 판매합니다,"※  에어팟2세대  유/무선 미개봉 새상품 판매합니다 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
26,"170,000원",에어팟2세대/무선충전가능/미개봉/택포,"에어팟2세대/무선충전가능/미개봉/택포 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 에어팟 2세대 미개봉상품170,000원 택포 판매합니다.우체국으로 안전 배송됩니다 !!많은 문의 부탁드려요💛칼답 갑니다!!"
27,"168,000원",에어팟2세대 무선 미개봉 정품 판매합니다 인천주안직거래,"중고나라에서 제안하는 안심거래 정보가 부족하여 위험도가 높은 게시글로 추정됩니다. 공지 확인하기 > 에어팟2세대 무선 미개봉 정품 판매합니다 인천주안직거래 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
28,"150,000원",에어팟2세대 미개봉 판매,"에어팟2세대 미개봉 판매 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
29,"140,000원","에어팟 2 유선 미개봉 14/가산역,교대역,염창역","에어팟 2 유선 미개봉 14/가산역,교대역,염창역 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다.    에어팟 2세대 유선충전   직거래가능 염창역, 교대역,가산역   "
30,"150,000원",에어팟2 미개봉 애플코리아 ,"에어팟2 미개봉 애플코리아 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 미개봉 유선충전  애플코리아 제품입니다전북 김제 직거래  & 우체국 착불 택배 거래합니다"
31,"160,000원",에어팟 2세대 유선 미개봉 판매합니다,"에어팟 2세대 유선 미개봉 판매합니다 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다.      안녕하세요?? 애플 에어팟 2세대 유선 미개봉 최상급 판매합니다 거래는 직거래 대구 구미로 하고 택배거래시 선입금 후배송 배송비는 서비스로 해드리구요 뽁뽁이로 이쁘게 포장해서 보내드리겠습니다  많은연락 바랍니다 감사합니다^^  "
32,"145,000원",에어팟 2세대 유선 충전케이스 모델 MV7N2KH/A (미개봉 새제품) 판매,"중고나라에서 제안하는 안심거래 정보가 부족하여 위험도가 높은 게시글로 추정됩니다. 공지 확인하기 > 에어팟 2세대 유선 충전케이스 모델 MV7N2KH/A (미개봉 새제품) 판매 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
33,"140,000원","에어팟 2세대(유선) 미개봉 새제품(애플 정품, 2019년 11월 제조)","에어팟 2세대(유선) 미개봉 새제품(애플 정품, 2019년 11월 제조) 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다."
34,"170,000원",[부산] 에어팟 2세대 무선충전 미개봉,"[부산] 에어팟 2세대 무선충전 미개봉 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 수영,해운대 직거래 택배도 됩니다"
35,"140,000원",에어팟 2세대 유선충전 미개봉 판매합니다,"에어팟 2세대 유선충전 미개봉 판매합니다 카페 멤버들에게 네이버페이로 송금해보세요. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 에어팟 2세대 유선 미개봉 새상품 판매합니다. DEC-2019 (2019년 12월 제조) 상품 입니다.  택배 배송만 가능해요 택배 배송시엔 CU 편의점택배로 배송합니다  택배비는 가격에 포함 입니다   ＊직거래는 안합니다   휴대폰 문자 주세요 확인합니다 ~"
36,"150,000원",(미개봉) 에어팟 2세대 유선충전 판매,"(미개봉) 에어팟 2세대 유선충전 판매 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 정품 에어팟 2세대      직거래 원하시면 서울 지역 내에서 댓 남겨주세요."
37,"160,000원",애플 에어팟 2세대 무선충전 미개봉 새제품 판매합니다.,"애플 에어팟 2세대 무선충전 미개봉 새제품 판매합니다. 
    불확실한 판매자(본인 미인증, 해외IP, 사기의심 전화번호)의 물건은 구매하지 말아주세요.
    판매자와의 연락은 메신저보다는 전화, 메일 등을 이용하시고 개인정보 유출에 주의하세요.
    계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요.
 네이버에 등록된 판매 물품과 내용은 개별 판매자가 등록한 것으로서, 네이버카페는 등록을 위한 시스템만 제공하며 내용에 대하여 일체의 책임을 지지 않습니다. 애플 에어팟 2세대 무선충전 미개봉 새제품 판매합니다. 택배비 포함 16만원이고 직거래는 부천 원종동으로 오시면 가능합니다. 수량은 2개이고 일괄 구매시 택배비 포함 31입니다. 네고 문자는 답장 안합니다. 연락주세요. 공일공-구육공공-삼팔삼팔"
